secci√≥n censal,renta media
2807910179,10917.0
2807910180,11996.0
2807910181,10893.0
2807910182,9906.0
2807910183,11851.0
2807910184,12456.0
2807910185,10962.0
2807910187,10780.0
2807910188,11157.0
2807910189,11333.0
2807910190,11397.0
2807910191,11332.0
2807910192,13774.0
2807910193,11275.0
2807910194,13187.0
2807910196,12092.0
2807910197,13246.0
2807910198,12853.0
2807910199,12494.0
2807910201,13676.0
2807910202,13028.0
2807910203,12992.0
2807910204,11758.0
2807910205,17307.0
2807910206,19394.0
2807910207,16743.0
2807910209,13642.0
2807910210,11086.0
2807910211,16493.0
2807910212,18209.0
2807910213,16074.0
2807910214,14056.0
2807910215,15120.0
2807910216,16290.0
2807910217,14143.0
2807910218,16749.0
2807910219,14882.0
2807910220,12470.0
2807910221,
2807911001,12362.0
2807911002,13439.0
2807911003,15139.0
2807911004,14688.0
2807911005,13027.0
2807911006,13068.0
2807911007,9725.0
2807911010,14813.0
2807911011,12063.0
2807911012,10976.0
2807911013,10510.0
2807911015,10298.0
2807911016,10723.0
2807911017,9359.0
2807911018,8877.0
2807911019,12305.0
2807911021,9490.0
2807911022,12454.0
2807911023,9366.0
2807911024,9670.0
2807911025,11177.0
2807911026,11323.0
2807911028,14027.0
2807911029,10244.0
2807911030,10538.0
2807911031,14009.0
2807911032,9744.0
2807911033,8797.0
2807911034,9975.0
2807911035,10105.0
2807911036,9407.0
2807911037,10265.0
2807911038,10269.0
2807911039,12343.0
2807911040,8407.0
2807911041,8562.0
2807911042,9831.0
2807911043,12331.0
2807911044,15692.0
2807911045,14709.0
2807911046,12630.0
2807911047,10604.0
2807911048,8514.0
2807911049,14332.0
2807911050,13837.0
2807911051,14031.0
2807911054,7654.0
2807911055,9253.0
2807911056,8649.0
2807911057,9567.0
2807911058,9975.0
2807911059,9423.0
2807911060,11779.0
2807911061,9798.0
2807911062,9458.0
2807911063,10332.0
2807911065,14190.0
2807911066,8122.0
2807911067,13714.0
2807911068,9185.0
2807911069,9145.0
2807911070,9224.0
2807911071,8844.0
2807911072,8575.0
2807911073,8224.0
2807911074,8159.0
2807911075,12769.0
2807911078,8939.0
2807911079,8946.0
2807911080,8401.0
2807911081,9253.0
2807911082,8771.0
2807911083,8999.0
2807911084,9440.0
2807911085,9891.0
2807911086,9933.0
2807911087,9049.0
2807911088,9321.0
2807911089,9755.0
2807911091,9158.0
2807911092,10184.0
2807911093,14279.0
2807911094,18535.0
2807911095,15440.0
2807911096,14712.0
2807911097,13769.0
2807911098,12652.0
2807911099,13773.0
2807911100,11013.0
2807911101,10836.0
2807911102,9700.0
2807911103,10215.0
2807911104,11577.0
2807911105,9630.0
2807911106,11121.0
2807911107,11645.0
2807911108,9672.0
2807911109,9031.0
2807911110,8905.0
2807911111,8995.0
2807911112,11263.0
2807911113,9512.0
2807911114,10913.0
2807911115,9739.0
2807911116,9224.0
2807911117,7806.0
2807911118,9231.0
2807911119,7751.0
2807911120,8719.0
2807911121,7844.0
2807911122,8189.0
2807911123,11689.0
2807911124,10937.0
2807911125,11633.0
2807911126,11221.0
2807911128,6912.0
2807911129,6215.0
2807911130,7614.0
2807911131,7373.0
2807911132,7483.0
2807911133,11604.0
2807911134,9336.0
2807911135,10391.0
2807911136,10431.0
2807911137,12821.0
2807911138,9740.0
2807911139,9713.0
2807911140,7958.0
2807911141,11297.0
2807911142,11230.0
2807911143,9301.0
2807911145,9806.0
2807911146,9615.0
2807911147,12185.0
2807911148,11722.0
2807911149,10600.0
2807911150,10905.0
2807911151,9421.0
2807911152,11129.0
2807911153,9637.0
2807911154,8627.0
2807911155,11389.0
2807911156,14255.0
2807911157,8254.0
2807911158,6312.0
2807911159,7426.0
2807911160,7786.0
2807911161,7496.0
2807911162,9104.0
2807911163,12507.0
2807911165,10391.0
2807911167,10644.0
2807911168,10196.0
2807911169,8731.0
2807911170,8362.0
2807911171,7722.0
2807911173,8590.0
2807911174,10466.0
2807911175,9564.0
2807911176,10004.0
2807911177,10544.0
2807911178,9443.0
2807911179,11295.0
2807911180,6318.0
2807911181,13533.0
2807911182,14711.0
2807911183,14437.0
2807911184,16658.0
2807911185,13551.0
2807911186,11115.0
2807911187,13653.0
2807911188,14819.0
2807911189,10620.0
2807911190,14116.0
2807911191,13486.0
2807911192,15177.0
2807911193,9784.0
2807911194,15117.0
2807911195,
2807911196,
2807911197,
2807911198,
2807912001,10877.0
2807912002,11947.0
2807912003,11112.0
2807912005,11184.0
2807912006,11559.0
2807912007,11254.0
2807912008,9098.0
2807912009,8426.0
2807912010,8700.0
2807912011,9192.0
2807912012,8626.0
2807912013,9386.0
2807912014,8785.0
2807912015,8541.0
2807912016,10519.0
2807912018,7393.0
2807912019,6631.0
2807912020,7447.0
2807912021,9444.0
2807912022,6646.0
2807912023,7578.0
2807912024,10210.0
2807912027,10252.0
2807912028,8474.0
2807912029,7547.0
2807912030,7714.0
2807912031,8326.0
2807912032,10385.0
2807912033,8619.0
2807912034,8855.0
2807912036,7722.0
2807912037,7740.0
2807912039,8966.0
2807912041,8426.0
2807912042,6853.0
2807912043,8506.0
2807912044,8284.0
2807912045,7085.0
2807912046,8284.0
2807912047,7645.0
2807912048,8229.0
2807912049,8279.0
2807912050,9711.0
2807912051,9477.0
2807912052,12419.0
2807912053,16129.0
2807912054,13019.0
2807912055,9000.0
2807912056,8297.0
2807912057,8154.0
2807912059,12192.0
2807912061,10328.0
2807912062,10475.0
2807912064,9116.0
2807912065,8272.0
2807912066,6457.0
2807912067,7523.0
2807912069,9241.0
2807912070,13093.0
2807912071,10237.0
2807912073,8008.0
2807912074,8956.0
2807912075,8377.0
2807912077,9824.0
2807912078,8865.0
2807912079,8880.0
2807912080,7768.0
2807912081,8503.0
2807912082,8436.0
2807912083,8100.0
2807912084,8597.0
2807912086,8856.0
2807912087,7732.0
2807912088,7959.0
2807912089,8406.0
2807912090,8385.0
2807912091,7969.0
2807912092,8851.0
2807912093,8387.0
2807912094,7823.0
2807912096,7348.0
2807912097,8589.0
2807912098,14069.0
2807912099,8042.0
2807912100,8361.0
2807912101,11447.0
2807912102,10216.0
2807912103,7078.0
2807912104,12102.0
2807912105,10935.0
2807912106,11940.0
2807912107,15688.0
2807912108,11276.0
2807912109,9876.0
2807913002,7372.0
2807913003,7058.0
2807913004,8153.0
2807913005,8303.0
2807913006,7354.0
2807913007,7960.0
2807913008,8527.0
2807913010,9078.0
2807913011,7833.0
2807913012,7734.0
2807913013,7966.0
2807913014,8178.0
2807913016,8096.0
2807913017,8410.0
2807913018,7659.0
2807913019,8280.0
2807913021,9153.0
2807913022,8738.0
2807913023,9301.0
2807913024,8922.0
2807913026,8959.0
2807913027,6533.0
2807913028,6891.0
2807913029,8841.0
2807913030,9327.0
2807913031,7791.0
2807913032,9105.0
2807913033,8518.0
2807913034,8868.0
2807913035,9577.0
2807913036,7841.0
2807913037,9053.0
2807913038,8145.0
2807913039,8696.0
2807913040,8143.0
2807913041,9450.0
2807913042,7175.0
2807913043,8223.0
2807913044,8399.0
2807913045,8026.0
2807913046,8185.0
2807913047,9361.0
2807913048,7768.0
2807913049,10047.0
2807913050,8385.0
2807913052,8836.0
2807913053,8962.0
2807913054,8504.0
2807913055,7663.0
2807913056,8440.0
2807913057,8383.0
2807913058,7464.0
2807913059,7712.0
2807913060,7861.0
2807913061,7461.0
2807913062,7296.0
2807913063,8606.0
2807913064,7424.0
2807913065,7717.0
2807913066,7875.0
2807913069,7784.0
2807913074,12729.0
2807913077,14788.0
2807913078,14048.0
2807913079,8421.0
2807913080,8086.0
2807913083,8918.0
2807913084,8709.0
2807913086,9341.0
2807913087,13167.0
2807913088,13411.0
2807913089,8385.0
2807913090,7628.0
2807913091,8980.0
2807913092,9777.0
2807913094,9740.0
2807913103,9528.0
2807913104,9805.0
2807913108,10294.0
2807913109,11248.0
2807913110,9107.0
2807913111,8585.0
2807913112,8776.0
2807913114,8402.0
2807913115,9677.0
2807913116,9217.0
2807913117,8900.0
2807913118,8278.0
2807913119,9094.0
2807913120,9051.0
2807913121,9246.0
2807913122,8358.0
2807913123,10654.0
2807913124,9283.0
2807913125,7775.0
2807913126,7892.0
2807913127,15717.0
2807913128,11464.0
2807913129,9150.0
2807913131,9625.0
2807913132,8884.0
2807913133,8761.0
2807913134,9549.0
2807913135,9375.0
2807913136,9297.0
2807913137,12439.0
2807913138,8850.0
2807913139,8866.0
2807913140,10395.0
2807913142,9265.0
2807913143,11131.0
2807913144,8890.0
2807913145,8203.0
2807913146,9506.0
2807913147,9192.0
2807913148,8286.0
2807913150,8207.0
2807913153,7744.0
2807913154,9488.0
2807913155,9167.0
2807913156,9812.0
2807913157,9516.0
2807913158,10078.0
2807913160,10222.0
2807913161,11862.0
2807913162,9104.0
2807913163,10066.0
2807913164,11211.0
2807913166,9931.0
2807913168,9125.0
2807913169,9741.0
2807913170,9008.0
2807913171,10002.0
2807913172,8234.0
2807913173,7359.0
2807913174,9035.0
2807913175,9196.0
2807913176,8015.0
2807913177,7947.0
2807913178,9127.0
2807913179,9151.0
2807913180,8395.0
2807913181,9104.0
2807913182,13018.0
2807913183,14289.0
2807913184,11375.0
2807913185,8674.0
2807913186,9402.0
2807913187,8627.0
2807913189,8280.0
2807913190,9138.0
2807913191,11934.0
2807913192,8855.0
2807913193,9359.0
2807913194,8678.0
2807913195,10485.0
2807913196,9755.0
2807913197,9757.0
2807913198,9949.0
2807913199,12899.0
2807913200,9158.0
2807913201,8728.0
2807913202,12493.0
2807913203,14885.0
2807913204,11911.0
2807913205,13121.0
2807913206,9195.0
2807913207,13974.0
2807913208,12931.0
2807913209,12079.0
2807913210,8386.0
2807913211,11231.0
2807913212,12595.0
2807913213,11326.0
2807913214,6542.0
2807913215,8289.0
2807913216,13641.0
2807913217,
2807914001,11546.0
2807914002,9806.0
2807914003,11664.0
2807914004,12664.0
2807914005,13417.0
2807914006,11687.0
2807914010,18698.0
2807914012,13002.0
2807914013,16537.0
2807914014,16689.0
2807914015,16864.0
2807914016,16362.0
2807914017,17046.0
2807914018,16073.0
2807914019,15967.0
2807914020,16234.0
2807914021,16139.0
2807914022,17272.0
2807914023,17244.0
2807914024,17005.0
2807914025,13529.0
2807914026,10953.0
2807914027,12312.0
2807914028,10902.0
2807914029,13125.0
2807914030,18223.0
2807914031,15640.0
2807914032,16255.0
2807914033,12654.0
2807914034,15708.0
2807914035,11234.0
2807914036,11453.0
2807914037,12661.0
2807914038,11079.0
2807914039,12562.0
2807914040,15785.0
2807914041,22091.0
2807914042,20418.0
2807914043,17813.0
2807914044,14113.0
2807914045,12872.0
2807914046,10977.0
2807914047,9895.0
2807914048,11649.0
2807914049,11159.0
2807914050,10504.0
2807914051,10090.0
2807914052,11253.0
2807914053,10043.0
2807914054,10474.0
2807914055,12330.0
2807914056,11291.0
2807914057,10956.0
2807914058,11625.0
2807914059,10839.0
2807914060,13953.0
2807914061,14869.0
2807914062,11653.0
2807914063,14208.0
2807914064,12216.0
2807914065,14081.0
2807914066,9749.0
2807914067,9321.0
2807914068,10031.0
2807914069,13658.0
2807914070,10624.0
2807914071,12578.0
2807914072,13651.0
2807914073,12959.0
2807914074,13881.0
2807914075,12616.0
2807914076,13956.0
2807914077,13486.0
2807914078,11980.0
2807914079,16025.0
2807914080,19175.0
2807914081,18171.0
2807914082,6382.0
2807914083,9611.0
2807914084,17511.0
2807914085,20945.0
2807914086,10312.0
2807914087,18844.0
2807914088,17403.0
2807914089,14011.0
2807914090,13065.0
2807914091,17234.0
2807914092,11439.0
2807914093,16175.0
2807914094,
2807914095,
2807915001,15429.0
2807915002,12174.0
2807915003,14208.0
2807915005,12411.0
2807915006,11384.0
2807915008,12272.0
2807915009,8710.0
2807915010,10838.0
2807915011,9212.0
2807915012,11426.0
2807915013,10103.0
2807915014,10338.0
2807915015,10263.0
2807915016,9441.0
2807915017,10672.0
2807915018,11132.0
2807915019,10113.0
2807915020,9882.0
2807915021,9602.0
2807915022,9649.0
2807915023,11439.0
2807915024,12230.0
2807915025,13162.0
2807915026,10261.0
2807915027,12375.0
2807915028,14176.0
2807915029,12812.0
2807915030,16480.0
2807915031,14118.0
2807915032,14978.0
2807915033,13922.0
2807915034,12652.0
2807915035,14312.0
2807915036,12936.0
2807915037,11642.0
2807915038,11864.0
2807915039,12021.0
2807915040,11526.0
2807915041,12637.0
2807915042,12714.0
2807915043,11560.0
2807915044,12893.0
2807915045,12466.0
2807915046,12248.0
2807915047,11125.0
2807915048,11504.0
2807915049,9986.0
2807915050,11212.0
2807915051,11552.0
2807915052,10460.0
2807915053,9695.0
2807915054,10134.0
2807915056,10459.0
2807915057,10410.0
2807915058,9219.0
2807915059,8989.0
2807915060,9275.0
2807915061,10855.0
2807915062,12660.0
2807915065,14582.0
2807915066,14379.0
2807915067,14535.0
2807915068,15469.0
2807915069,16052.0
2807915070,15230.0
2807915071,9461.0
2807915073,9111.0
2807915074,10805.0
2807915075,11216.0
2807915076,10344.0
2807915077,12463.0
2807915078,10225.0
2807915079,11071.0
2807915080,9515.0
2807915081,8387.0
2807915082,13919.0
2807915083,9953.0
2807915084,10772.0
2807915085,10669.0
2807915086,13647.0
2807915087,9467.0
2807915088,8900.0
2807915089,10374.0
2807915090,15073.0
2807915092,18864.0
2807915093,13232.0
2807915094,13905.0
2807915095,10580.0
2807915096,12488.0
2807915097,10309.0
2807915098,11320.0
2807915099,10955.0
2807915100,11463.0
2807915101,11447.0
2807915102,11758.0
2807915103,12293.0
2807915104,12098.0
2807915105,12639.0
2807915106,12059.0
2807915108,13790.0
2807915109,14216.0
2807915110,11932.0
2807915111,14990.0
2807915112,13460.0
2807915113,13696.0
2807915114,14405.0
2807915115,15143.0
2807915116,12892.0
2807915117,11501.0
2807915118,13130.0
2807915119,12270.0
2807915120,11874.0
2807915121,13787.0
2807915122,14724.0
2807915123,16113.0
2807915124,13364.0
2807915125,20624.0
2807915126,12041.0
2807915127,17960.0
2807915128,21100.0
2807915129,16358.0
2807915130,14304.0
2807915131,13274.0
2807915132,13517.0
2807915133,13167.0
2807915134,15219.0
2807915135,13163.0
2807915136,13989.0
2807915138,11910.0
2807915139,12066.0
2807915140,12259.0
2807915141,15525.0
2807915142,23767.0
2807915143,25933.0
2807915144,23766.0
2807915145,20142.0
2807915146,22873.0
2807915147,27281.0
2807915148,15712.0
2807915149,18645.0
2807915150,28883.0
2807915151,23279.0
2807915153,23165.0
2807915154,18862.0
2807915155,24833.0
2807915156,17981.0
2807915157,20981.0
2807915158,25263.0
2807915159,27310.0
2807915160,26755.0
2807915161,25444.0
2807915162,26283.0
2807915163,22686.0
2807915164,22149.0
2807915165,26275.0
2807915166,22595.0
2807915167,26835.0
2807915168,25413.0
2807915170,27310.0
2807915171,13292.0
2807915172,23836.0
2807915173,22525.0
2807915174,25001.0
2807915175,19036.0
2807915176,21427.0
2807915177,15146.0
2807915178,22217.0
2807915179,15857.0
2807915180,22271.0
2807915181,17640.0
2807915182,19862.0
2807916001,28475.0
2807916002,28459.0
2807916003,29364.0
2807916004,29364.0
2807916005,26243.0
2807916006,21825.0
2807916007,23097.0
2807916008,10846.0
2807916009,10047.0
2807916011,11320.0
2807916012,12816.0
2807916013,14993.0
2807916014,14279.0
2807916015,14827.0
2807916016,14201.0
2807916017,13914.0
2807916018,14877.0
2807916019,14889.0
2807916020,15283.0
2807916021,18248.0
2807916022,14945.0
2807916024,14562.0
2807916025,15953.0
2807916026,12444.0
2807916027,12698.0
2807916028,14980.0
2807916029,12224.0
2807916030,15813.0
2807916031,17072.0
2807916032,18746.0
2807916033,15051.0
2807916034,15438.0
2807916035,17593.0
2807916036,26219.0
2807916037,11497.0
2807916038,14439.0
2807916039,10269.0
2807916040,10516.0
2807916041,10823.0
2807916042,11891.0
2807916043,11196.0
2807916044,14539.0
2807916045,19797.0
2807916046,16508.0
2807916047,13345.0
2807916048,16129.0
2807916049,17105.0
2807916050,13944.0
2807916051,12034.0
2807916052,11380.0
2807916053,11020.0
2807916054,11137.0
2807916055,10213.0
2807916056,10721.0
2807916057,12472.0
2807916058,12092.0
2807916059,13267.0
2807916060,14380.0
2807916061,16203.0
2807916062,15027.0
2807916063,17576.0
2807916064,15789.0
2807916065,13024.0
2807916066,12478.0
2807916067,10306.0
2807916069,12353.0
2807916070,14290.0
2807916071,8908.0
2807916072,7551.0
2807916073,9825.0
2807916074,9940.0
2807916075,12090.0
2807916076,10300.0
2807916077,9959.0
2807916078,9932.0
2807916079,14360.0
2807916080,28234.0
2807916081,20691.0
2807916082,9397.0
2807916083,12112.0
2807916085,12949.0
2807916086,12722.0
2807916087,13155.0
2807916088,13709.0
2807916089,13747.0
2807916090,12277.0
2807916091,29364.0
2807916092,16602.0
2807916093,16814.0
2807916096,16407.0
2807916097,13435.0
2807916098,23269.0
2807916099,17809.0
2807916100,16050.0
2807916101,16759.0
2807916102,29364.0
2807916103,29364.0
2807916104,16192.0
2807916105,25691.0
2807916106,22754.0
2807916107,18161.0
2807916108,19569.0
2807916109,10415.0
2807916110,14752.0
2807916111,19235.0
2807916112,14131.0
2807916113,29364.0
2807916114,21611.0
2807916115,23817.0
2807916116,16455.0
2807916117,16748.0
2807916118,16416.0
2807916119,20511.0
2807916120,15877.0
2807916121,24949.0
2807916122,20699.0
2807916123,29364.0
2807916124,23890.0
2807916125,20507.0
2807916126,
2807916127,
2807916128,
2807916129,
2807917002,8768.0
2807917003,8922.0
2807917004,7361.0
2807917006,8856.0
2807917007,8129.0
2807917008,8075.0
2807917009,8394.0
2807917010,8775.0
2807917011,8948.0
2807917012,8983.0
2807917013,9263.0
2807917014,8223.0
2807917015,8057.0
2807917016,8517.0
2807917017,10208.0
2807917018,8011.0
2807917019,8405.0
2807917020,9614.0
2807917021,6729.0
2807917022,7386.0
2807917023,10884.0
2807917024,8219.0
2807917025,8953.0
2807917026,8566.0
2807917027,10664.0
2807917028,9781.0
2807917029,12501.0
2807917031,6345.0
2807917032,6174.0
2807917033,5909.0
2807917035,6099.0
2807917036,7220.0
2807917037,6238.0
2807917038,7115.0
2807917039,7075.0
2807917041,6470.0
2807917042,6226.0
2807917043,6516.0
2807917045,12763.0
2807917046,7778.0
2807917047,7866.0
2807917048,10289.0
2807917049,7308.0
2807917050,9083.0
2807917051,7381.0
2807917052,9423.0
2807917053,9093.0
2807917054,8242.0
2807917055,10676.0
2807917057,8415.0
2807917058,8762.0
2807917059,9673.0
2807917060,9437.0
2807917061,6549.0
2807917062,7651.0
2807917063,8702.0
2807917064,8867.0
2807917065,8462.0
2807917066,7602.0
2807917068,7565.0
2807917069,8778.0
2807917070,13247.0
2807917071,12046.0
2807917072,7709.0
2807917073,9580.0
2807917074,10707.0
2807917075,11646.0
2807917076,12191.0
2807917078,12676.0
2807917079,10171.0
2807917080,14039.0
2807917082,9962.0
2807917083,8945.0
2807917084,9229.0
2807917085,12951.0
2807917086,12783.0
2807917087,10983.0
2807917089,9895.0
2807917090,10496.0
2807917091,9982.0
2807917092,14033.0
2807917093,12629.0
2807917094,10508.0
2807917095,10761.0
2807917096,12733.0
2807917097,13499.0
2807917098,5862.0
2807917099,12382.0
2807917100,7449.0
2807917101,9477.0
2807917102,14890.0
2807917103,12179.0
2807917104,10719.0
2807917105,11281.0
2807917106,9264.0
2807917107,11400.0
2807917108,14239.0
2807917109,10229.0
2807917110,12849.0
2807917111,9938.0
2807917112,14222.0
2807917113,14814.0
2807917114,12181.0
2807917115,
2807917116,
2807918002,9352.0
2807918003,9161.0
2807918004,9566.0
2807918005,8627.0
2807918006,8851.0
2807918007,9443.0
2807918008,10568.0
2807918009,9313.0
2807918010,7779.0
2807918011,9952.0
2807918012,9176.0
2807918013,9672.0
2807918014,9566.0
2807918015,8737.0
2807918016,8984.0
2807918017,9349.0
2807918018,10196.0
2807918019,9791.0
2807918020,11550.0
2807918021,11711.0
2807918022,8217.0
2807918023,8764.0
2807918024,11102.0
2807918025,12585.0
2807918026,7881.0
2807918027,10206.0
2807918028,14595.0
2807918029,14958.0
2807918030,14035.0
2807918031,13400.0
2807918032,13881.0
2807918033,14113.0
2807918034,13976.0
2807918035,14609.0
2807918036,13357.0
2807918037,10575.0
2807918038,8011.0
2807918039,15161.0
2807918040,17158.0
2807918041,13642.0
2807918042,8896.0
2807918043,9938.0
2807918044,14670.0
2807918045,2897.0
2807918046,10350.0
2807918047,11706.0
2807918048,15956.0
2807918049,14711.0
2807918050,13299.0
2807918051,15632.0
2807918052,12267.0
2807918053,13587.0
2807918054,15325.0
2807918055,13889.0
2807918056,13317.0
2807918057,16676.0
2807918058,12001.0
2807918059,11505.0
2807918060,15742.0
2807918061,16510.0
2807918062,14834.0
2807918063,12909.0
2807918064,13213.0
2807918065,9615.0
2807918066,
2807918067,
2807918068,
2807919001,6018.0
2807919002,11490.0
2807919003,9455.0
2807919004,9538.0
2807919005,9668.0
2807919006,10721.0
2807919007,10184.0
2807919008,9296.0
2807919009,10115.0
2807919011,9576.0
2807919012,10604.0
2807919014,8063.0
2807919015,9277.0
2807919016,8743.0
2807919018,9811.0
2807919019,9680.0
2807919020,10227.0
2807919021,10630.0
2807919022,8757.0
2807919023,8807.0
2807919024,8852.0
2807919025,10064.0
2807919026,9464.0
2807919027,8386.0
2807919028,8186.0
2807919029,8423.0
2807919031,
2807919032,10697.0
2807919033,15247.0
2807919034,14058.0
2807919035,14542.0
2807919036,14636.0
2807919037,15733.0
2807919038,9489.0
2807919039,10560.0
2807919040,15645.0
2807919041,13636.0
2807919042,13879.0
2807919043,15526.0
2807919044,10346.0
2807919045,14280.0
2807919046,13135.0
2807919047,13651.0
2807919048,13326.0
2807919049,14086.0
2807919050,16716.0
2807919051,14192.0
2807919052,
2807920001,11348.0
2807920002,19374.0
2807920003,10627.0
2807920006,10285.0
2807920007,9591.0
2807920008,8881.0
2807920009,11900.0
2807920010,10231.0
2807920011,10771.0
2807920012,8844.0
2807920013,9637.0
2807920014,8706.0
2807920015,9232.0
2807920016,9363.0
2807920017,9377.0
2807920018,8519.0
2807920019,8953.0
2807920020,8425.0
2807920021,7992.0
2807920022,9158.0
2807920023,8618.0
2807920024,8328.0
2807920025,9829.0
2807920026,11494.0
2807920027,11591.0
2807920028,11896.0
2807920029,10061.0
2807920031,8738.0
2807920032,8484.0
2807920033,7901.0
2807920034,7404.0
2807920035,7604.0
2807920036,7524.0
2807920037,11120.0
2807920038,11234.0
2807920039,11941.0
2807920040,11863.0
2807920041,10839.0
2807920042,9530.0
2807920043,10231.0
2807920044,8653.0
2807920046,8442.0
2807920047,8896.0
2807920048,8307.0
2807920049,9304.0
2807920050,8784.0
2807920051,9029.0
2807920053,8322.0
2807920055,14721.0
2807920056,10986.0
2807920058,9605.0
2807920059,9649.0
2807920062,14106.0
2807920063,14353.0
2807920064,14174.0
2807920065,12668.0
2807920066,14579.0
2807920067,16441.0
2807920068,16733.0
2807920069,11711.0
2807920070,12715.0
2807920071,15196.0
2807920072,14823.0
2807920073,8631.0
2807920074,9825.0
2807920075,9938.0
2807920076,10470.0
2807920077,13608.0
2807920078,11371.0
2807920079,8621.0
2807920080,9673.0
2807920082,11166.0
2807920083,11004.0
2807920084,17227.0
2807920085,9858.0
2807920086,12129.0
2807920087,10369.0
2807920088,12050.0
2807920090,16095.0
2807920091,10071.0
2807920092,12100.0
2807920093,16040.0
2807920095,18109.0
2807920096,21873.0
2807920097,18098.0
2807920098,17159.0
2807920099,25011.0
2807920100,12231.0
2807920101,16963.0
2807920102,14072.0
2807920103,14700.0
2807920104,17040.0
2807920105,18993.0
2807920106,14756.0
2807920107,15382.0
2807920108,21335.0
2807920109,11077.0
2807920110,16890.0
2807920111,12978.0
2807920112,15519.0
2807920113,17030.0
2807920114,15946.0
2807920115,14073.0
2807920116,14988.0
2807920117,17678.0
2807920118,19395.0
2807920119,18147.0
2807920120,17401.0
2807920121,15793.0
2807920122,22785.0
2807920123,
2807920124,
2807920125,
2807920126,
2807921001,25231.0
2807921002,21249.0
2807921003,18325.0
2807921004,19466.0
2807921005,23448.0
2807921006,20286.0
2807921007,17784.0
2807921008,16493.0
2807921009,16058.0
2807921010,17793.0
2807921011,18242.0
2807921012,18167.0
2807921013,17947.0
2807921014,18673.0
2807921015,9669.0
2807921017,11537.0
2807921018,11444.0
2807921019,11817.0
2807921020,12902.0
2807921021,12213.0
2807921022,12565.0
2807921023,11490.0
2807921025,19452.0
2807921026,15653.0
2807921027,24273.0
2807921028,18244.0
2807921029,26593.0
2807921030,15600.0
2807921031,17488.0
2807921032,20249.0
2807921033,
